,rating,sentiment,review,spearman,sympathy,unsympathy,correlation
3617,10,0.995014787,"진짜 윤계상 다시보게됨 ㅠㅠ 연기진짜잘하구,,,섹시함 ㅎ중간중간 재밌어서 다같이 웃고 ㅋㅋㅋ 걍재밌음 !! 돈아깝지않은영화 마블리도짱짱 ",0.543696386,4,0,0.004985213
3618,10,0.92928195,크... 최근에 나온 영화 중 제일 재밌는듯 ,0.866025404,4,0,0.07071805
3619,10,0.982437253,재미있게보고왔어요ㅎㅎ ,0.378534126,4,0,0.017562747
3620,10,0.064110607,진짜 잼다. 윤계상 매력있어서 영화 재미없어도 볼려고 했는데.... 역시 매력쩐다. 마동석은 진짜 빛난다. ,0.387699454,4,0,0.935889393
3621,10,0.384823799,"비슷한 시기에 상영하는 영화로 비교하자면,킹스맨2만큼 혹은 킹스맨2보다 재밌게봤어요!윤계상,마동석씨 연기는 말 할 것도 없지만조연 배우분들 연기 없이는 빛날 수 없는 작품이라생각이 듭니다^^! 지루할틈이 없어유 ",0.135224681,4,0,0.615176201
3622,9,0.517202616,잔인한것 빼곤 전부 스트레스 풀린 영화였음. 윤계상 완전 다른사람같더라. 뭐 무난하게 천만행 고고. 마동석도 연기 잘하는듯.. ,0.081294169,4,0,0.382797384
3623,10,0.210639179,너이 이거 봤니? 재미나이? ,0.657112612,4,0,0.789360821
3624,10,0.524305522,"새로운 장르 개척 ""마동석물"" ",0.444268454,4,0,0.475694478
3626,10,0.239209712,솔직히 별기대 안하고 봤는데 로우킥에 어퍼컷맞고 나온 느낌쓰 ,0.361569074,4,0,0.760790288
3627,10,0.110479534,진실의 방으로혼자니? 응 나 싱글이야니 내 누군지 아니?ㅋㅋㅋㅌ ,-0.316227766,4,0,0.889520466
3628,10,0.197302192,이런게 천만 못찍으면 볼영화 읍다... ,0.337961777,4,0,0.802697808
3629,10,0.975869536,이런 시원한 사이다류 너무 잼있다 ㅋㅋㅋㅋ 액션도 딱 현실적이고  그냥 속시원한 영화  11점 없어서 10점 줍니다   꼭보세요 ,0.522632432,4,0,0.024130464
3630,10,0.754946709,오랭만에  안오글거리고   처음부터끝까지재미있엇습 ,-0.04454354,4,0,0.245053291
3632,10,0.999671519,넘재밋음 최고최고입니다.진짜짱 ,0.866025404,4,0,0.000328481
3633,10,0.886521459,정말 재미있어요. 후회안합니다. ,0.299887838,4,0,0.113478541
3634,10,0.998887718,정말 최고의 오락영화!! 시간 가는줄 모르고 계속 몰입하게 됩니다 ㅎㅎ 특히 배우 마동석의 무한매력에 빠지게 되었어요 ㅎㅎㅎ ,0.456435465,4,0,0.001112282
3635,10,0.986976028,시간 가는 줄 모르게 봤네 진짜 재밌다 ,0.894427191,4,0,0.013023973
3636,9,0.823156059,"잔인하지만 재밌고, 이런게 korea specific movie가 아닌가 싶다.  한국 영화의 매력을 잘 살린 것 같다.  (조폭 영화 싫어하고 잔인해서 -1점) ",0.476647666,4,0,0.076843941
3637,8,0.561030567,느와르 액션과 코믹의 적절한 배합 ,0.763762616,4,0,0.238969433
3638,9,0.360888034,사이다같은영화 마블리 굿 ,-0.2,4,0,0.539111966
3639,10,0.999379635,최근에 청년경찰보고 진짜재밌다고 느꼈는데 범죄도시가 이김진짜 꿀잼ㅋㅋㅋ영화재밋게보고있는데 끝날까봐 불안해하면서 본적 처음인듯 두세번 다시 봐도 재밌게볼수있을거같다고 생각함~~! ,0.774596669,4,0,0.000620365
3640,10,0.554270923,기대이상.  시간가는줄 모름. ,0.534354065,4,0,0.445729077
3641,10,0.659518898,좀 잔인하지만 재밌음. 10자 ,0.380811091,4,0,0.340481102
3642,10,0.726988852,최근 본 영화중에 젤 잼있음 ㅋㄷㅋㄷ ,0.353553391,4,0,0.273011148
3644,10,0.998921633,너무재밌음 근래본 영화중 최고 ,0.554566239,4,0,0.001078367
3646,10,0.964136839,재미있습니다평점좋아요 ,0.57147008,4,0,0.035863161
3648,10,0.989647985,윤계상 연기 정말 잘합니다! 캐릭터에 잘 맞게 소화한 마동석 !! 사이다처럼 펀치 한방 날리는데 실제모습같아서 더 몰입됐네요~~  두시간 훅 지나갑니다 개인적으로 범죄도시 >>>>킹스맨 ,0.340308018,4,0,0.010352015
3649,10,0.940792918,ㅋㅋ너무재미땈ㅋㅋㅋ윤계상 존머탱 ,0.181533485,4,0,0.059207082
3650,10,0.481537193,션 ㅡ하게 내지르는 영화 군더더기신이 없는게 묘미 ,0.03635481,4,0,0.518462807
3652,10,0.992931485,윤계상 전부터 연기잘한다고 생각했는데흥행복이 없어서 사람들이 잘 모르는게 안타까웠음근데 이걸로 빛을 확실히 보는거같아서 기분좋네영화 재밌음 시간이 어떻게 가는지 모르고봤다 ,0.802968683,4,0,0.007068515
3653,10,0.99821651,어제 심야로 봤는데 넘 재밌었어요마블리 윤계상 그외에 조선족 조여분들연기 최고였어요^^ ,0.948683298,4,0,0.00178349
3654,10,0.89838326,시간 가는줄 모르고 잼나게 봤어요..마동석 윤계상 넘 멋졌어요.. ,0.5,4,0,0.10161674
3655,10,0.080329388,니 이거 아직 아이봤니? 니 내 눈지 아니? ,-0.942809042,4,0,0.919670612
3656,10,0.385715902,마누라랑 싸우고 우울해서봤는데 넘 잼있어요 나와서 양꼬치에 칭타오한잔했네요 ,-0.130930734,4,0,0.614284098
3657,9,0.733567596,"마블리,윤계상 연기짱이었음스토리도 지루할틈없이 좋았어요~~ ",0.438551383,4,0,0.166432405
3658,9,0.324093789,너무 잼있었음  좀  잔인하긴하지만  윤계상이 악역에  어울릴줄이야    존멋 ,0.441252759,4,0,0.575906211
3659,9,0.329026401,윤계상 연기 많이 늘었더라 ,0.129651863,4,0,0.570973599
3660,8,0.614569068,마동석의 매력에 흠뻑 빠져듭니다 ,0.484874038,4,0,0.185430932
3661,10,0.910928011,범죄 액션 영화중  베스트에 들정도로  군더더기 없이 잘만들었다 ,0.365477673,4,0,0.089071989
3662,10,0.969410181,"솔직히별기대안했는데, 상상이상으로 재밌음!또보고싶음 ? ",0.640571637,4,0,0.030589819
3663,9,0.83957541,"스토리, 인물, 액션, 유머 등 영화의 무엇 하나도 '신선'하진 않아요. 그런데 윤계상의 연기 변신과 마동석이란 배우가 주는 설득력 (그는 앞 뒤 설명없이 개쎄도 납득이 감...)만으로도 특별하고 신선해야 재미있는 영화는 아니라는 것을 보여주네요. ",0.894427191,4,0,0.06042459
3664,10,0.46165821,와.. 걍 보세요 연기들이 장난아니네요 ,0.504608392,4,0,0.53834179
3665,10,0.758604527,잼있게보고갑니다윤계상 연기에 놀랐습니다 ,0.696310624,4,0,0.241395473
3666,10,0.483040988,윤계상이 너무 멋있음 한번 더 봐야지 ,0.225803675,4,0,0.516959012
3667,10,0.747497559,윤계상연기개잘해... 연변말자꾸따라하게됨 무서워 ,0.70747497,4,0,0.252502441
3668,10,0.916005135,윤계상의 변신에 박수를~ ^^ ,0.866025404,4,0,0.083994865
3669,10,0.979000926,윤계상씨 의외의 소름돋는 연기가 돋보이는 영화군요ㅎㅎ ,0.632455532,4,0,0.020999074
3670,8,0.83994329,마동석과 윤계상의 조화가 굿굿!! ,1,4,0,0.03994329
3671,10,0.62267822,"서로의 영역에서 범접할수없는 아우라, 보는 내내 이 둘이 붙으면 어떻게 될까 하는 생각과 지루할 틈이 없네 ",0.298807152,4,0,0.37732178
3672,10,0.504335046,입소문 듣고 봤습니다. 제 점수는요 ,0.204271555,4,0,0.495664954
3673,10,0.897439301,존잼.제목이별임팩트없어서 기대없이 봤는데여태껏 본 영화 중 역대급으로 웃었습니다.실화바탕이라 더 생생한 영화입니다.가볍게 재밌게 보기로 강추강추강추!!! ,-0.103203137,4,0,0.102560699
3674,10,0.835996926,동석이형..카리스마 장난이닌데..윤계상씨의 연기력도 이영화에 큭 획을 그은느낌입니다 윤계상씨의 앞으로 연기가 기대됩니다 ,0.321792318,4,0,0.164003074
3675,10,0.447091073,주연 조연 연출다 빛이난 작품 ,0.387843905,4,0,0.552908927
3676,10,0.743849158,오락영화에서 내 인생영화 등극.. 긴장과 재미로 조였다풀었다하는게 감독 역량이 장난아님.. 캐스팅 캐릭터에 딱 맞고 연기 쩔고 대사들 너무 찰지고 일대일 액션도 엄청난 포스가 있다.. ,0.374765007,4,0,0.256150842
3678,10,0.170304567,19세 영화보고 잔인하다고 하는넘들은 뭐냐 장난하나 그럼 보러가질 말던가 ,0.25806774,4,0,0.829695433
3679,10,0.709384799,마동석 완전귀여움ㆍ윤계상 연기 대박ㆍ진실의방으로 가자~~대사폭풍웃김 ,0.390386347,4,0,0.290615201
3680,9,0.993877173,초반부터 쑤욱들어오는 스압부터 영화끝날때까지 재미있습니다. 잘건진 영화.. 특히 윤계상 이번영화로 앞으로 자주 스크린에서 볼듯합니다. 어찌 연기에 구멍이 없는지 최고 최고 ㅡ 마지막으로 ㅡ 혼자왓냐.. 응나 아직싱글이야 ㅡ 박살 ,0.380393135,4,0,0.093877172
3681,10,0.928096116,유쾌한 영화. 두 주인공의 연기력도 좋았고..지루한 남한산성보다 훨씬 시간가는줄 모르고 봤다. ㅎ 재미있네 ㅎㅎㅎ ,0.866025404,4,0,0.071903884
3682,10,0.999225497,넘 재미있어요  윤계상 연기 정말 좋았구요 마동석 그리고 조연분들 연기도... ,0.866025404,4,0,0.000774503
3683,10,0.916190386,꼭보세요 두번보세오 ㅜㅜ진실의방으로 ..!! ,0.612372436,4,0,0.083809614
3684,10,0.98192203,완전재밌어요~~!! ,0.948683298,4,0,0.01807797
3685,10,0.416937828,와... 청년경찰 조선족은 애교수준이네 ,0.301666902,4,0,0.583062172
3686,10,0.555035889,재밌네요 후회없을듯 합니다 ,0.707106781,4,0,0.444964111
3687,10,0.338807851,이건 두번봐야해 속시원 ,0,4,0,0.661192149
3688,10,0.995629251,박지환님 허성태님 완전 팬됐습니다♡  캐스팅 정말 신의한수♡♡♡독사 너무일찍죽여서 아쉬웟어요ㅋㅋㅋㅋ마블리 역시나사랑스럽고윤계상 액션쩔고~~ 다른배우들도 짱짱 ,0.394055203,4,0,0.004370749
3690,8,0.936945081,보고싶었는데  좀...잔인하지만  재밌게봤어요~^^마블리♡혼자니? 응 싱글이야 ㅎㅎ ,0.548098611,4,0,0.136945081
3691,9,0.988702834,전형적인 한국형 액션코미디입니다 정말재밌어요 ,0.542648862,4,0,0.088702834
3692,10,0.850628316,끝날 때까지 쫀득쫀득함을 느끼게 하는 영화.강추 ,0.820782682,4,0,0.149371684
3693,10,0.997555256,진짜 재밌게봤음 최근본영화중에 최고다 윤계상 너무 무서웠음 안좋아해서 호감도없었고 연기도 그저그랬는데 이번에 다시봤음 자기에게맞는 옷을 입은느낌..마동석은 역시나 최고고..하여튼 안보면 후회할듯 꼭 보시길 ,0.63488224,4,0,0.002444744
3694,10,0.971503496,"방금 보고 들어와서 글남깁니다. 마동석의 액션씬, 윤계상의 소름돋는 악역연기 , 배우들의 개그요소 . 정말 부족한것 없이 잘보았습니다. ㅋㅋ 개그파트에선 극장 빵빵터졌네요 . ",0.650220741,4,0,0.028496504
3695,9,0.176187635,혼자 완니? ,0.058848989,4,0,0.723812366
3696,9,0.503474176,실화를 바탕으로 만들어서 그런지 탄탄한 구성 그리고 배우들 연기력이 영화를 살렸습니다 !! ,0.210818511,4,0,0.396525824
3697,10,0.012519896,알바 아니고 이번연휴때 남한산성. 킹스맨 이거까지 다봤는데 가장 만족스러운 영화. 킹스맨은 시간은 빨리가는데 좀 가볍다는 느낌이고 님한산성은 무겁고 진지하나 약간 지루한 느낌. 범죄도시는 쫄리면서 개잼. 조선족 말투연기만 살짝 어색함 ,-0.481962693,4,0,0.987480104
3698,7,0.800559759,마동석에게 딱 맞는 캐릭터가 생겼다. 조폭형사. 공공의적 강철중과 다른 매력의 형사. 심각하지 않게 가볍게 보면 재밌게 볼수있는영화. 이캐릭터로 형사 시리즈 만드는것도 좋을듯 하다. ,0.604637822,4,0,0.100559759
3699,10,0.984493375,인천서 무대인사도보고 봤는데 진짜너무재밌어요 굿굿 ,0.307793506,4,0,0.015506625
3700,10,0.908648014,방금 보고 왔습니다. 상당히 재미있네요 ,0.314339319,4,0,0.091351986
3701,8,0.903785944,통쾌하니 재밌다 마블리 잼끔 ,-0.135331346,4,0,0.103785944
3702,10,0.95690763,잔인한 장면이 좀 있는데 재밋게 잘봤어요 마동석짱 ,0.135224681,4,0,0.04309237
3703,9,0.965936303,어머니랑 같이 봤는데잔인한 장면도 카메라 잘 돌려주시고내용도 재밋어서 부모님이랑 봐도 꿀잼 ㅎㅎㅎ ,0.165144565,4,0,0.065936303
3704,10,0.847296357,넘잼어요굿굿굿 짱짱 마동석 ,0.487950036,4,0,0.152703643
3706,10,0.964745998,왠만하면 후기 안남기는데 진짜 재밌게봤어요!! ,0.604392137,4,0,0.035254002
3707,9,0.946175456,킬링타임으로는 최고인듯 ,0.491751187,4,0,0.046175456
3709,10,0.98603642,정말 최고의 영화다 ㅎㅎ ,0.431244346,4,0,0.01396358
3710,10,0.183487207,이거 이거 아직 아니봤니? ,0.176546966,4,0,0.816512793
3711,10,0.919628978,"진짜 핵존잼 대존잼!!! 마블리는 말할것도 없고,윤계상 연기 이렇게 잘했었나? 싶을정도ㅜㅜ 연기구멍 하나없는 몰입도 최고 영화!!  볼까말까 고민하지말고 보세요 2번봐요ㅋㅋㅋㅋ ",0.838525492,4,0,0.080371022
3712,10,0.68870461,마동석 액션보면 진짜 스트레스 풀림.ㅋㄱㄲㅋ ,0.547722558,4,0,0.31129539
3713,9,0.999577165,재밌는데 살짝 잔인해서 ㅎㅎ 그래도 재밌습니다 굳! ㅎㅎ 마블리 파이팅 ㅋㅋㅋㅋ!! 투넝ㄹ니 ,0.119522861,4,0,0.099577165
3714,9,0.754698336,마동석땜에 간간히 웃음터지고ㅋㅋ간만에 칼부림영화 지대루본듯 ,0.538546161,4,0,0.145301664
3715,9,0.524305522,윤계상 마동석 둘다 멋짐 ,0.498520538,4,0,0.375694478
3716,10,0.661514044,"그냥 졸라 재밌다...신세계, 범죄와의 전쟁이 잊혀진다 ",0.689466725,4,0,0.338485956
3717,9,0.714908361,손모가지 날아간다~ㅋㅋ ,0.167986081,4,0,0.185091639
3718,10,0.984356821,액션의 타격감이 좋네요. 이거 정말 재밌습니다. ,0.247389705,4,0,0.015643179
3719,9,0.946667552,잼있어요 거의 꽉찬 영화관.같이 웃고.같이 소리지르고잘 봤어요잔인한 면도 있지만 마동석한테 까불다 큰 손바닥 한대에기절ㅋ윤계상은 악역도 멋지게 소화하네요 god중 젤 잘나가고 보기도 좋아요 다음  영화도 기대되네요 ,0.851064496,4,0,0.046667552
3720,10,0.376390547,이수파.독사파 두목들 연기....캬 윤계상 연기도 다 100점 짜리다 진짜 ,0.458159283,4,0,0.623609453
3722,10,0.969499886,윤계상 연기력 갑! 마블리두 당연 갑! 간만에 재밌게 한국영화 봄 ,0.103203137,4,0,0.030500114
3723,10,0.948775172,마동석 윤계상 굿 캐스팅 입니다 재밌어요 ,0.188638819,4,0,0.051224828
3724,9,0.573441505,이영화는 솔직히 윤계상이 다살린거 아니냐??  마동석은 예상한대로였고 윤계상 대박이었다 ,0.517762455,4,0,0.326558495
3725,10,0.993699312,너무재미있었습니당ㅎㅎ ,0.441149402,4,0,0.006300688
3726,10,0.978796005,오늘 무대인사로  훈남 윤계상마블리  넘 방가웠어요~~♡언제봐도 몇번을 돌려봐도 좋아하는 장르눈호강에 꿀잼까지  ~~^^♡ ,0.240875003,4,0,0.021203995
3727,10,0.886289358,진짜 잼나게 봤네 ㅎㅎ소문듣고 갔어용 ,0.406829155,4,0,0.113710642
3728,10,0.524305522,졸잼졸잼졸잼졸잼졸잼 ,0.322295968,4,0,0.475694478
3729,10,0.999588251,마동석.윤계상.진선규그리구배우들연기에정말반했어요정말오랫만에스트레스완전 날려보내는영화였어요정말재밌게봤어요. 와이프두너무재밌다네요 ,0.882178075,4,0,0.000411749
3731,10,0.974108458,기대햇던만큼 재밋게봣습니다! ,0.410261805,4,0,0.025891542
3732,8,0.476604909,윤계상의 연기력에 놀랬고 전체적으로 재미있엇다. 하지만 그냥 그 정도... ,0.492405415,4,0,0.323395091
3733,10,0.989314079,꼭보세요 진짜재미있음 ㅎㅎㅎ ,0.028849676,4,0,0.010685921
3734,10,0.522307515,자리 없어서 맨 앞에서 보느라 목 엄청 아팠는데...  보다가 아픔을 잊었다... ,0.5,4,0,0.477692485
3735,9,0.945225477,윤계상 다시 봤음 !!! ,-0.055920649,4,0,0.045225477
3736,10,0.960018694,재밌었어요~~~통쾌하네요~ ,0.3926393,4,0,0.039981306
3737,10,0.404196322,미국엔 마블 우리에겐 마블리 ,0.379227461,4,0,0.595803678
3738,10,0.441289574,꿀잼 또보고픈 영화예요 ,0,4,0,0.558710426
3739,10,0.934680343,최고의영화 내인생에서 ,0.547722558,4,0,0.065319657
3740,10,0.524305522,꿀잼 청불아니엿음 1000만찍엇을듯 ,0.681359011,4,0,0.475694478
3741,10,0.983504176,추석영화중 가장최고  마동석 여전히 웃기고 윤계상 무서워요 ,0.270402079,4,0,0.016495824
3744,9,0.176243573,청불이라 조금 더 화끈한 액션과 잔인한 뭐가 나올지 알앗는데..15세해도 되겟네여 ㅋ 그래도 잼잇어서 9점 ,0.644966176,4,0,0.723756427
3745,9,0.286316097,윤계상 연기 잘하구~~ 지루할 틈이 없네 ,0.431288469,4,0,0.613683903
3746,10,0.636197329,후기진짜 안남기는데잔인한것도 있지만~시간 가는줄 모르고본 영화윤계상과 마동석은 이제 주연급으로도 손색없을 연기력 인정~~~!! 진짜 잼있게 본 영화 ,0.774596669,4,0,0.363802671
3747,10,0.993992329,너무 스릴 넘쳐요 재밌음!!ㅋㅋㅋㅋ ,0.670820393,4,0,0.006007671
3748,10,0.80436182,재밌어요지루할틈없이 ,0.261043479,4,0,0.19563818
3750,10,0.773270249,블리블링~ 마블리! feel so good!! ,0.25819889,4,0,0.226729751
3751,10,0.945077181,재밋어요제일제일제일제일 ,0,4,0,0.054922819
3752,10,0.633774102,보는내내 지루하지 않음 ,0.5,4,0,0.366225898
3753,10,0.524305522,잼나여호우홍히하핫헷 ,-0.172766318,4,0,0.475694478
3755,10,0.409145862,마동석 형님 포스가 장난이 아니네.. ,0.477449171,4,0,0.590854138
3757,10,0.999042034,유쾌 통쾌 다 있는 영화ㅋㅋ진짜 재밌게 잘봤어요~ 가족끼리 다같이 가서 깔깔거리며 봤음요~!! 마동석 윤계상 대박!! ,0.707106781,4,0,0.000957966
3758,10,0.98342824,최근 본 영화중 제일 재미있음 ,0.707106781,4,0,0.01657176
3759,10,0.654077172,핵꿀잼 마동석 윤계상연기 굿 ,0.208814078,4,0,0.345922828
3760,10,0.935952783,"대박 재미~~♡♡  추석 힐링 마무리 잘했습니다. 보세요 화끈하게 웃고 긴장도 하고 좋네요. '혼자왔니',  '응 나 싱글이야' ",0.225064675,4,0,0.064047217
3761,10,0.514724433,재밌음. 전체적으로 무난하고 흠잡을 데 없는 영화. ,0.494050697,4,0,0.485275567
3762,10,0.482120603,잘봣습니다 감사합니다 ,0.412393049,4,0,0.517879397
3763,10,0.998413324,대박 대박 정말 대박 잼있게 봤어요 !!!! 마블링형 너무 너무 멋있고 윤계상씨 별루여서 기대도 안하고 마블링형 때문에 봤눈데 윤계상 연기 정말 잘하네요 !!! 제가 정말 잼있게 본 영화중에 하나예요 !!! 마블링 형 대박 !! 윤계상씨도 굿 !!! ,0.522126024,4,0,0.001586676
3764,10,0.891833901,별점 10드립니다. 진짜 시원시원한 영화 ,0.299608219,4,0,0.108166099
3765,9,0.649349213,조금 잔인하지만 시원한액션을 보고싶다면 추천 ,0.626551501,4,0,0.250650787
3769,10,0.557790935,이런..개꿀잼 영화가 다있나..액션도 개꿀 마블리 매력뿜뿜 윤계상 와.. 연기인정 실화바탕이여서 더 흥미진진하게봄  꾸르재앰 ,0.948683298,4,0,0.442209065
3770,10,0.570104837,"아~~ 보는내내 즐겁고 웃음이떠나질 않았어요흐뭇하고 배우들 연기대박.윤계상 짱♡마동석 꿀♡현태성,문선규씨? 여튼 모두들 짱잼 몰입도굿스토리탄탄좋은영화 감사해요 ",-0.866025404,4,0,0.429895163
3771,10,0.989586711,진짜최고..모든배우들이 다 기억에 남습니다 ,0.612372436,4,0,0.010413289
3772,10,0.825411379,재밌음...10자. ,0.678556744,4,0,0.174588621
3773,10,0.36805594,노잼일줄 알았는데  꿀잼 ,0.544949261,4,0,0.63194406
3774,10,0.585915864,방금 보고왔는데 진짜 종나재밌습니다! 처음엔 마동석에 윤계상주연이라 출연진이 좀 약해보여서 별기대 안하고 봤는데 그냥 리얼OO꿀잼입니다. 강추합니다 ,0.610049839,4,0,0.414084136
3775,10,0.995080233,정말재미있게봤습니다 꼭보시길 바래요 ,0.549857399,4,0,0.004919767
3776,10,0.535193265,야 병식아 진실의 방으로 ,0.221672582,4,0,0.464806736
3777,10,0.931038916,영화 이렇게 스토리가 탄탄해야 영화지  약간 폭력성이 있지만 아주 재미있어요 ,0.414065429,4,0,0.068961084
3778,10,0.531941652,유쾌통쾌 베리꿀잼ㅋㅋㅋ ,0.477197622,4,0,0.468058348
3779,10,0.69434619,미쳤다 모두들..감독도 미쳤고 마동석도 미쳤고 윤계상도 미쳤고 조연들도 미쳤다..(베테랑보다 딱 두배 재밌었다) ,0.313962639,4,0,0.305653811
3781,10,0.99767518,진짜 너무재미있네요 황금같은 영화임.윤계상 너무 연기잘하네요역시 탑스타라서 그런가 연기짱임.! ,0.488862847,4,0,0.00232482
3782,10,0.999380589,최근 몇년간 본영화중에 젤 재미뜸마동석 넘 머시따ㅜㅜ윤계상도 의외역할 잘소화하고 몰입잘됬음!스토리도 지루하지않게 계속 튀규 ㅜ넘재밌었으 ,0.507092553,4,0,0.000619411
3783,10,0.867985189,드럽게 재미 있네 솔직히 보셈 ,0.392792202,4,0,0.132014811
3784,10,0.999788761,진짜너무재밌어요!!적극추천입니다 올해 최고영화에요  오늘 또보러갑니다 ,0.456435465,4,0,0.000211239
3785,10,0.9427526,만족해요 최고의 깡패영화임 ,0.70747497,4,0,0.0572474
3786,9,0.162886232,진실의 방에서 전변호사님 만나면 뭐든 실토 ,0.307238426,4,0,0.737113768
3787,10,0.39853847,동생부부랑 어제 새벽에 보고왔는데 진짜 말이 필요없고 요 몇년동안 본 영화중에 Top3에 들어감!! 끝나고 집에 오난 차에서 조연 조폭 두목들까지 검색해서 찾아봄 연기들이며 임팩트가 끝내줌 스타배우 없이도 너무 잘 만든 영화임 스토리 탄탄하고!! ,0.359062139,4,0,0.60146153
3788,8,0.943832576,어우 허동원이란 배우를 알게 되어서 너무 좋다ㅠ여튼 뭐 짬뽕인건 확실하고 또 윤계상이 이제 가수가 아닌 배우라는것도 확실하고 뭐 이래저래 재밌게 봄 실화라니까 정말 무섭다ㅠ ,0.418012442,4,0,0.143832576
3789,10,0.892602205,시원하고 재밌었네요. 덕분에 추석연휴끝 주말을 마무리잘했어요ㅎ 영화만보면 졸던 남편도 안졸고 잘봤어요ㅎ 추천해요 ,0.556957112,4,0,0.107397795
3790,9,0.909782171,하도 재밌다그래서 너무 기대하고 봐서그런가 그냥 그래요. 그래도 재밌긴한데 막 내용자체가 큰내용은 아님. 그냥 형사가 조폭하나잡는거? 구점대까지는아니고 8.8정도가 적당한듯!잘보고왔어요~ ,0.468814479,4,0,0.009782171
3791,10,0.772197068,지금껏 본 형사물중 가장 속시원함 ,0.866025404,4,0,0.227802932
3792,10,0.723641872,조연들도 연기를 너무 잘함 ,0.477695624,4,0,0.276358128
3793,9,0.646985054,마동석 캐릭터를 잘 살리는 영화였다. 좀 잔인하긴 함. ,0.517269254,4,0,0.253014946
3794,8,0.377546459,강력반분들 멋져요 고생이 많으십니다 윤계상 OOO기력ㄷㄷ ,0.386963875,4,0,0.422453541
3795,10,0.913493633,마동석은 늘나오던 케릭터인데 질리지않고 너무 잘어울리는 배역 을 맡음 마동석 케릭 극대화시킨 영화 꼭보세요  끝나고술먹으러가서 친구랑 일없니 너 뉘기야 따라하면서 노는데옆자리 분들 동공 지진나더라구요 ㅋㅋ ,0.025056441,4,0,0.086506367
3796,9,0.978848457,생각보다 잼나고 볼만한영화 ,0.395889025,4,0,0.078848457
3797,10,0.646870494,기대된다 이영화 새로운발견 ,0.440510926,4,0,0.353129506
3798,10,0.295822501,대한민국 형사님들 화이팅 ,0.210818511,4,0,0.704177499
3799,9,0.923057318,재밌게 봤어요.추천합니다 ,0.615185706,4,0,0.023057318
3801,10,0.524305522,윤계상 갓난애기 처럼 우네;; ,0.274846023,4,0,0.475694478
3802,10,0.398844779,댓글에 짱개및조선족들이1점주는거 개주작이니깐 믿고 보자 연기짱짱이다 ㅋㅋㅋ핵잼 ㅋㅋ그리고 19세니깐 잔인하지 븅땅이들아 먼 말이많어 전체관람가보든가 븅딱새끼들 ㅋㅋㅋ ,0.138196075,4,0,0.601155221
3803,10,0.489668042,도끼주라~~~~개존잼ㅋㅋㅋ ,0.472716592,4,0,0.510331959
3806,10,0.954611659,"간만에 추석 영화 봤네요~극중 형사,조폭 케릭터 넘 잘 살렸네요감독의 디테일 짱~ ",0.774596669,4,0,0.045388341
3807,10,0.947861493,태어나서 처음 평점 남기러 로긴했네요. 정말 재미있고 통쾌합니다. 스트레스도 한 방에 날렸구요. 연기력 연출력 어느 하나 손색이 없는 인생작입니다. 꼭 들 보세요!! 안보면 후회합니다. ,0.85885484,4,0,0.052138507
3808,10,0.949439466,평점 높아서 기대하고 봤는데 기대이상입니다 !!!진짜 대박 .. 나오는 배우들 전부 연기 장난아니에요최근에 본 영화중 제일 재밌음 ,-0.412393049,4,0,0.050560534
3809,10,0.87507689,진짜 역대급이다....라는 말 밖에...또 보러 가야겠다 ,-0.131013944,4,0,0.12492311
3810,10,0.644094646,사이다! 간만에 시원! ,0.487600421,4,0,0.355905354
3811,10,0.309264243,19년이상 묵은 스트레스 다 풀릴수있으니 유의바람! 안믿어? 진실의 방으로 가자!!! ,0.458961094,4,0,0.690735757
3812,10,0.984811187," 마동석, 윤계상 당연히 최고지만 그 주변에 나오는 배우분들의 연기는 진짜  구멍이없어서 최고였음 특히 되도않는 아이돌들 안껴서 좋았음 하다못해 못미덥던 예정화님도 연기 엄청 자연스러웠음ㅋㅋ누군지 못알아봤네꼭 보세요 꼭! ",0.475848926,4,0,0.015188813
3813,8,0.498591453,신세계만큼은 아니고 그냥 볼만함 윤계상 연기 개잘함 ,0.352004384,4,0,0.301408547
3814,9,0.847238004,"마동석은 강했고, 윤계상은 미쳤다!2017년 최고의 영화!이렇게나 재미있을 줄은 몰랐다. ",0.466568562,4,0,0.052761996
3816,9,0.468366861,난 킹스맨 보고 싶었는데 상영시간이 늦어서 보다 빠른 범죄도시를 봤다. 그런데 보고나니 킹스맨 안보길 잘했다는 생각이 들었다. 이 영화 그 정도임. 다른 영화 안보고 이거 보길 잘했다는 생각이 들었으면 그냥 끝. ,0.585979903,4,0,0.431633139
3817,8,0.715235829,한국식 조폭과 경찰 대립의 정형화와는 다른 신선한 느낌이었습니다 하지만 내내 한 사람의 잔인함을 보여주기 위해 다뤄지고 또 다뤄진 인물들의 형식은 보기 불편했어요 그런 생각 다 남기고 액션 코믹만으론 괜찮으나 편히 웃어지진 않았습니다 ,0.371610336,4,0,0.084764171
3818,10,0.359149635,윤계상이 꿈에 나올까 무섭다.... 연기소름 ,0.524591717,4,0,0.640850365
3819,10,0.98758328,재밋음   싸우는거 좋아 ~~ ,0.523398854,4,0,0.01241672
3820,10,0.564071238,안보면 아이된다 아랏니 ,0.210818511,4,0,0.435928762
3821,10,0.349689305,꿀잼  핵잼  윤계상  마동석 시리즈로 가자 ,0.108790017,4,0,0.650310695
